Barcode,Plate ID,Well Name,column,row,MEASUREMENT SET ID,Total Nuclei (CountNuclei),labware barcode,Well,chemical_name,Annotation,Conc LOG[M],SMILES,Metadata_library
E28L459-0.5,616,C12,12,3,626,1350,4T640459,C12,"6,7-ADTN hydrobromide",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C13,13,3,626,1368,4T640459,C13,"2"",3""-didehydro-3""-deoxythymidine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C14,14,3,626,1302,4T640459,C14,Mephetyl tetrazole,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C15,15,3,626,1245,4T640459,C15,Rosuvastatin calcium,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C16,16,3,626,1466,4T640459,C16,"1,3-Dipropyl-7-methylxanthine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C17,17,3,626,1222,4T640459,C17,Dequalinium chloride hydrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C18,18,3,626,1260,4T640459,C18,D(-)-2-Amino-5-phosphonopentanoic acid,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C19,19,3,626,1325,4T640459,C19,Doxepin hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C20,20,3,626,1415,4T640459,C20,"2,4-Diamino-6-pyrimidinone",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C21,21,3,626,1347,4T640459,C21,DM 235,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C22,22,3,626,450,4T640459,C22,Etoposide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,C23,23,3,626,1409,4T640459,C23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,C24,24,3,626,1499,4T640459,C24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,D01,1,4,626,1336,4T640459,D01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,D02,2,4,626,1504,4T640459,D02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,D03,3,4,626,1360,4T640459,D03,S-Ethylisothiourea hydrobromide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D04,4,4,626,1410,4T640459,D04,Guvacine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D05,5,4,626,1367,4T640459,D05,N-Ethylmaleimide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D06,6,4,626,1331,4T640459,D06,GR-89696 fumarate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D07,7,4,626,1374,4T640459,D07,NBI 27914,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D08,8,4,626,1444,4T640459,D08,Hypotaurine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D09,9,4,626,1567,4T640459,D09,Tamoxifen,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D10,10,4,626,1416,4T640459,D10,Ciproxifan hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D11,11,4,626,1386,4T640459,D11,Fluvoxamine maleate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D12,12,4,626,1352,4T640459,D12,"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D13,13,4,626,1446,4T640459,D13,Fenspiride hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D14,14,4,626,1348,4T640459,D14,(?)-8-Hydroxy-DPAT hydrobromide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D15,15,4,626,1332,4T640459,D15,Famotidine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D16,16,4,626,1390,4T640459,D16,Hydroquinone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D17,17,4,626,1425,4T640459,D17,Formoterol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D18,18,4,626,1447,4T640459,D18,Hemicholinium-3,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D19,19,4,626,1407,4T640459,D19,Glybenclamide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D20,20,4,626,1441,4T640459,D20,Sematilide monohydrochloride monohydrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D21,21,4,626,1399,4T640459,D21,Bezafibrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D22,22,4,626,1369,4T640459,D22,Loxiglumide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,D23,23,4,626,1473,4T640459,D23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,D24,24,4,626,1461,4T640459,D24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,E01,1,5,626,1329,4T640459,E01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,E02,2,5,626,1440,4T640459,E02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,E03,3,5,626,493,4T640459,E03,(S)-(+)-Camptothecin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E04,4,5,626,1420,4T640459,E04,Demeclocycline hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E05,5,5,626,1422,4T640459,E05,2-Cyclooctyl-2-hydroxyethylamine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E06,6,5,626,1366,4T640459,E06,Cilnidipine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E07,7,5,626,1446,4T640459,E07,1-(m-Chlorophenyl)-biguanide hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E08,8,5,626,1353,4T640459,E08,Retro-2,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E09,9,5,626,1435,4T640459,E09,Tocainide hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E10,10,5,626,1361,4T640459,E10,Dantrolene sodium,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E11,11,5,626,1454,4T640459,E11,DNQX,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E12,12,5,626,1414,4T640459,E12,R(-)-Apocodeine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E13,13,5,626,1303,4T640459,E13,Droperidol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E14,14,5,626,1388,4T640459,E14,Icilin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E15,15,5,626,1442,4T640459,E15,Carvedilol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E16,16,5,626,1486,4T640459,E16,Domperidone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E17,17,5,626,1370,4T640459,E17,Doxylamine succinate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E18,18,5,626,1449,4T640459,E18,"3,7-Dimethyl-1-propargylxanthine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E19,19,5,626,1423,4T640459,E19,Macelignan,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E20,20,5,626,1421,4T640459,E20,DL-alpha-Difluoromethylornithine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E21,21,5,626,1443,4T640459,E21,"5,5-Dimethyl-1-pyrroline-N-oxide",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E22,22,5,626,1469,4T640459,E22,ET-18-OCH3,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,E23,23,5,626,1521,4T640459,E23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,E24,24,5,626,1500,4T640459,E24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,F01,1,6,626,1466,4T640459,F01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,F02,2,6,626,1323,4T640459,F02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,F03,3,6,626,1434,4T640459,F03,Epinastine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F04,4,6,626,1385,4T640459,F04,SR-58611A,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F05,5,6,626,1413,4T640459,F05,(-)-Epinephrine bitartrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F06,6,6,626,1510,4T640459,F06,Gabapentin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F07,7,6,626,1445,4T640459,F07,beta-Estradiol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F08,8,6,626,1452,4T640459,F08,Haloperidol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F09,9,6,626,1545,4T640459,F09,erythro-9-(2-Hydroxy-3-nonyl)adenine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F10,10,6,626,1434,4T640459,F10,L-Dopa ethyl ester,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F11,11,6,626,1570,4T640459,F11,KU-55933,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F12,12,6,626,1351,4T640459,F12,ZD 7114 hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F13,13,6,626,1362,4T640459,F13,Flumazenil,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F14,14,6,626,1409,4T640459,F14,Dopamine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F15,15,6,626,1331,4T640459,F15,Ro 11-1464,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F16,16,6,626,1539,4T640459,F16,SR 27897 hydrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F17,17,6,626,1376,4T640459,F17,Felodipine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F18,18,6,626,1293,4T640459,F18,S 24795,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F19,19,6,626,1652,4T640459,F19,GW2974,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F20,20,6,626,1485,4T640459,F20,Sumanirole maleate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F21,21,6,626,1394,4T640459,F21,GW5074,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F22,22,6,626,1465,4T640459,F22,Ipratropium bromide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,F23,23,6,626,1457,4T640459,F23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,F24,24,6,626,1497,4T640459,F24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,G01,1,7,626,1511,4T640459,G01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,G02,2,7,626,1557,4T640459,G02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,G03,3,7,626,1425,4T640459,G03,Lubiprostone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G04,4,7,626,1495,4T640459,G04,Diethylenetriaminepentaacetic acid,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G05,5,7,626,1434,4T640459,G05,5-Carboxamidotryptamine maleate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G06,6,7,626,1519,4T640459,G06,Dicyclomine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G07,7,7,626,1388,4T640459,G07,Oxiconazole nitrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G08,8,7,626,1550,4T640459,G08,"Cytidine 5""-diphosphocholine sodium salt hydrate",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G09,9,7,626,1389,4T640459,G09,Cirazoline hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G10,10,7,626,1488,4T640459,G10,DCEBIO,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G11,11,7,626,817,4T640459,G11,Dihydroouabain,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G12,12,7,626,1376,4T640459,G12,Yoda1,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G13,13,7,626,1468,4T640459,G13,"L-3,4-Dihydroxyphenylalanine methyl ester hydrochloride",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G14,14,7,626,1417,4T640459,G14,(?)-SKF-38393 hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G15,15,7,626,1414,4T640459,G15,Dihydroergotamine methanesulfonate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G16,16,7,626,1387,4T640459,G16,Propofol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G17,17,7,626,1415,4T640459,G17,Desipramine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G18,18,7,626,1587,4T640459,G18,"5,7-Dichlorokynurenic acid",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G19,19,7,626,1500,4T640459,G19,(-)-alpha-Methylnorepinephrine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G20,20,7,626,1339,4T640459,G20,SCH-28080,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G21,21,7,626,1463,4T640459,G21,"2"",3""-dideoxycytidine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G22,22,7,626,1428,4T640459,G22,MKC-733,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,G23,23,7,626,1527,4T640459,G23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,G24,24,7,626,1653,4T640459,G24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,H01,1,8,626,1431,4T640459,H01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,H02,2,8,626,1452,4T640459,H02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,H03,3,8,626,1432,4T640459,H03,Edrophonium chloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H04,4,8,626,1520,4T640459,H04,GSK2578215A,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H05,5,8,626,1456,4T640459,H05,EGTA,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H06,6,8,626,1428,4T640459,H06,DL-Homatropine hydrobromide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H07,7,8,626,1457,4T640459,H07,Estrone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H08,8,8,626,1489,4T640459,H08,Hydralazine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H09,9,8,626,1488,4T640459,H09,SU1498,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H10,10,8,626,1489,4T640459,H10,Hydrocortisone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H11,11,8,626,1421,4T640459,H11,Furegrelate sodium,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H12,12,8,626,1478,4T640459,H12,Histamine dihydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H13,13,8,626,1447,4T640459,H13,Genipin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H14,14,8,626,1442,4T640459,H14,Hydroxyurea,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H15,15,8,626,1399,4T640459,H15,NS8593 hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H16,16,8,626,1384,4T640459,H16,MNS,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H17,17,8,626,1555,4T640459,H17,Fluspirilene,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H18,18,8,626,1592,4T640459,H18,Efinaconazole,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H19,19,8,626,1493,4T640459,H19,Bexarotene,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H20,20,8,626,1472,4T640459,H20,Ibudilast,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H21,21,8,626,1462,4T640459,H21,Genistein,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H22,22,8,626,363,4T640459,H22,Idarubicin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,H23,23,8,626,1540,4T640459,H23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,H24,24,8,626,1545,4T640459,H24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,I01,1,9,626,1333,4T640459,I01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,I02,2,9,626,1398,4T640459,I02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,I03,3,9,626,1347,4T640459,I03,Ebastine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I04,4,9,626,1472,4T640459,I04,Diclofenac sodium,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I05,5,9,626,1467,4T640459,I05,Cetirizine dihydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I06,6,9,626,1328,4T640459,I06,"3,4-Dichloroisocoumarin",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I07,7,9,626,1516,4T640459,I07,(+)-Cyclazocine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I08,8,9,626,1488,4T640459,I08,Palonosetron hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I09,9,9,626,1448,4T640459,I09,CGP 20712A methanesulfonate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I10,10,9,626,1348,4T640459,I10,1-Deoxynojirimycin hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I11,11,9,626,1465,4T640459,I11,Dobutamine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I12,12,9,626,1392,4T640459,I12,CGP 55845 hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I13,13,9,626,1363,4T640459,I13,"1,4-Dideoxy-1,4-imino-D-arabinitol",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I14,14,9,626,1435,4T640459,I14,GBR-12909 dihydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I15,15,9,626,709,4T640459,I15,Diphenyleneiodonium chloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I16,16,9,626,1439,4T640459,I16,Nefiracetam,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I17,17,9,626,1398,4T640459,I17,Chlorcyclizine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I18,18,9,626,1386,4T640459,I18,ML396,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I19,19,9,626,1328,4T640459,I19,Dilazep hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I20,20,9,626,1405,4T640459,I20,Venlafaxine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I21,21,9,626,1356,4T640459,I21,Diacylglycerol Kinase Inhibitor II,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I22,22,9,626,1416,4T640459,I22,"7-Cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,I23,23,9,626,1410,4T640459,I23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,I24,24,9,626,1450,4T640459,I24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,J01,1,10,626,1231,4T640459,J01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,J02,2,10,626,1413,4T640459,J02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,J03,3,10,626,1367,4T640459,J03,Efaroxan hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J04,4,10,626,1505,4T640459,J04,Guanabenz acetate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J05,5,10,626,1372,4T640459,J05,(?)-Epinephrine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J06,6,10,626,1453,4T640459,J06,(?)-Vanillylmandelic acid,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J07,7,10,626,1495,4T640459,J07,Phenserine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J08,8,10,626,1552,4T640459,J08,4-Imidazolemethanol hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J09,9,10,626,1494,4T640459,J09,Felbamate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J10,10,10,626,1379,4T640459,J10,Lithium Chloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J11,11,10,626,1366,4T640459,J11,Fiduxosin hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J12,12,10,626,1415,4T640459,J12,Harmane,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J13,13,10,626,1331,4T640459,J13,Fusaric acid,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J14,14,10,626,1445,4T640459,J14,(+)-Hydrastine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J15,15,10,626,1398,4T640459,J15,Flunarizine dihydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J16,16,10,626,1386,4T640459,J16,Serotonin hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J17,17,10,626,1446,4T640459,J17,cis-(Z)-Flupenthixol dihydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J18,18,10,626,1431,4T640459,J18,"Hexahydro-sila-difenidol hydrochloride, p-fluoro analog",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J19,19,10,626,1402,4T640459,J19,L-Glutamic acid hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J20,20,10,626,1338,4T640459,J20,Imidazole-4-acetic acid hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J21,21,10,626,1459,4T640459,J21,GW7647,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J22,22,10,626,1424,4T640459,J22,Metolazone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,J23,23,10,626,1485,4T640459,J23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,J24,24,10,626,1465,4T640459,J24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,K01,1,11,626,1298,4T640459,K01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,K02,2,11,626,1462,4T640459,K02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,K03,3,11,626,1411,4T640459,K03,FAK Inhibitor 14,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K04,4,11,626,1427,4T640459,K04,BPTES,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K05,5,11,626,1379,4T640459,K05,(?)-CGP-12177A hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K06,6,11,626,1394,4T640459,K06,DBO-83,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K07,7,11,626,1416,4T640459,K07,Capsazepine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K08,8,11,626,1355,4T640459,K08,"N,N-Dihexyl-2-(4-fluorophenyl)indole-3-acetamide",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K09,9,11,626,1465,4T640459,K09,SCH-50911,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K10,10,11,626,1422,4T640459,K10,"L-3,4-Dihydroxyphenylalanine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K11,11,11,626,1490,4T640459,K11,Dihydrokainic acid,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K12,12,11,626,1203,4T640459,K12,XL388,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K13,13,11,626,1483,4T640459,K13,SBI-0087702,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K14,14,11,626,1433,4T640459,K14,R(+)-SCH-23390 hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K15,15,11,626,1301,4T640459,K15,Diphenhydramine hydrochloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K16,16,11,626,1402,4T640459,K16,R(+)-Butylindazone,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K17,17,11,626,1471,4T640459,K17,"5,5-Diphenylhydantoin",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K18,18,11,626,1394,4T640459,K18,"1,10-Diaminodecane",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K19,19,11,626,1450,4T640459,K19,SB-334867,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K20,20,11,626,1378,4T640459,K20,Vanillic acid diethylamide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K21,21,11,626,1353,4T640459,K21,Cambinol,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K22,22,11,626,354,4T640459,K22,Emetine dihydrochloride hydrate,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,K23,23,11,626,1521,4T640459,K23,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,K24,24,11,626,1447,4T640459,K24,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,L01,1,12,626,1366,4T640459,L01,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,L02,2,12,626,1527,4T640459,L02,DMSO,neg,-7,N/A,LOPAC
E28L459-0.5,616,L03,3,12,626,1057,4T640459,L03,Ellipticine,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L04,4,12,626,1394,4T640459,L04,JFD00244,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L05,5,12,626,1441,4T640459,L05,Ethosuximide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L06,6,12,626,1366,4T640459,L06,6-Hydroxymelatonin,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L07,7,12,626,1424,4T640459,L07,N-Methyl-beta-carboline-3-carboxamide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L08,8,12,626,1516,4T640459,L08,Hexamethonium dichloride,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L09,9,12,626,1557,4T640459,L09,Fusidic acid sodium,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L10,10,12,626,1408,4T640459,L10,Hydrochlorothiazide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L11,11,12,626,1423,4T640459,L11,Furosemide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L12,12,12,626,1134,4T640459,L12,JS-K,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L13,13,12,626,1352,4T640459,L13,5-Fluorouracil,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L14,14,12,626,1450,4T640459,L14,(?)-7-Hydroxy-DPAT hydrobromide,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L15,15,12,626,1469,4T640459,L15,"5-fluoro-5""-deoxyuridine",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L16,16,12,626,1463,4T640459,L16,"L-165,041",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L17,17,12,626,1451,4T640459,L17,Furafylline,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L18,18,12,626,1384,4T640459,L18,"Histamine, R(-)-alpha-methyl-, dihydrochloride",sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L19,19,12,626,1472,4T640459,L19,Ganciclovir,sample,-6.301029996,N/A,LOPAC
E28L459-0.5,616,L20,20,12,626,1429,4T640459,L20,BAY-678,sample,-6.301029996,N/A,LOPAC
